question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
GEO-0516,JAMB,Geography,Population,Birth rate calculation,medium,2019,,"What is the birth rate of a country with a total population of 150,000,000 and registered births of 3,000,000 in a given year?",,3%,2%,1%,4%,B,"Birth rate = (3,000,000/150,000,000) x 100 = 2%.",jamb|2019,past-question,active
GEO-0517,JAMB,Geography,Industry,Decentralization of industry,medium,2019,,The most important factor that can aid the decentralization of industries in a country is the availability of,,mobile capital,local raw materials,efficient inland transport,alternative energy sources,C,Efficient inland transport is the most important factor aiding the decentralization of industries.,jamb|2019,past-question,active
GEO-0518,JAMB,Geography,International Trade,Import policy,medium,2019,,A government policy which is likely to encourage massive importation of goods into a country is the,,reduction in travel allowance,increase in wages,relaxation of currency control,increase in imports tariffs,C,Relaxing currency controls tends to encourage massive importation of goods into a country.,jamb|2019,past-question,active
GEO-0519,JAMB,Geography,Population,Population pyramids,medium,2019,,A population with low births and death rates presents,,a broad-based population pyramid,a young dependent population structure,an equal male-female population structure,an inverted population pyramid,D,A population with low birth and death rates tends to present an inverted (top-heavy) population pyramid.,jamb|2019,past-question,active
GEO-0520,JAMB,Geography,Vegetation,Watershed conservation,medium,2019,,The best way to prevent a watershed from degradation is through,,forest reservation,fuel wood extraction,inter-basin transfer,crop production,A,Forest reservation is the best way to prevent a watershed from degradation.,jamb|2019,past-question,active
GEO-0521,JAMB,Geography,Oceanography,Ocean currents,medium,2019,,Which of these statements is true warm ocean currents?,,They flow from the equator to the equator,They flow from the equator to the poles,They flow from lower to higher latitudes,They flow from the higher to the lower latitudes,C,Warm ocean currents flow from lower (equatorial) to higher (polar) latitudes.,jamb|2019,past-question,active
GEO-0522,JAMB,Geography,Vegetation,Characteristic trees of vegetation types,medium,2019,,The eucalyptus is to the Australian woodland as the teak is to the,,Mediterranean woodland,Equatorial forest,Brazillian forest,Monsoon forest,D,"Just as eucalyptus is characteristic of Australian woodland, teak is characteristic of monsoon forest.",jamb|2019,past-question,active
GEO-0523,JAMB,Geography,Natural Resources,Renewable and non-renewable resources,medium,2019,,An example of a non-renewable resource is,,Vegetation,Soil,Mineral,Water,C,Minerals are a non-renewable resource.,jamb|2019,past-question,active
GEO-0524,JAMB,Geography,Basic Economic Concepts,Polar day and night,medium,2019,,The South Pole is in darkness from,,December 22nd of a year to June 21st of the next,March 21st to September 22nd of the same year,Sept. 22nd of a year to March 21st of next,June 21st to December 22nd of the same year,B,"The South Pole is in darkness from around 21st March to 22nd September, during the Northern Hemisphere's spring and summer.",jamb|2019,past-question,active
GEO-0525,JAMB,Geography,Soils,Soil erosion prevention,medium,2019,,"The best technique to prevent soil erosion in a humid, gently sloping area is to adopt",,contour ridging,terrace cultivation,intercropping,wind breakers,A,"Contour ridging is the best technique to prevent soil erosion on humid, gently sloping land.",jamb|2019,past-question,active
GEO-0526,JAMB,Geography,Rocks and Minerals,Coal formation,medium,2019,,An example of a rock formed by wood subjected to pressure and heat is,,sandstone,lignite,biotite,granite,B,Lignite is a rock (coal) formed from wood/plant matter subjected to pressure and heat.,jamb|2019,past-question,active
GEO-0527,JAMB,Geography,Weather and Climate,Climate classification,medium,2019,,"A climate that is wet for up to 10 months with a single peak, an annual rainfall of 3000mm and a mean monthly temperature of at least 26° is",,Tropical humid (Af),Tropical monsoon (Am),Tropical wet and dry (Aw),Warm humid subtropical (ca),B,"A climate wet for up to 10 months with a single peak, annual rainfall around 3000mm, and mean monthly temperature of at least 26C describes a tropical monsoon (Am) climate.",jamb|2019,past-question,active
GEO-0528,JAMB,Geography,Rocks and Minerals,Basement complex,medium,2019,,The rocks of the basement complex are generally referred to as,,younger granite,older granite,sedimentary formations,volcanic rocks,B,The rocks of the basement complex are generally referred to as older granite.,jamb|2019,past-question,active
GEO-0529,JAMB,Geography,Ecology,Adaptation,medium,2019,,The survival of an organism in a natural ecosystem depends largely on,,its usefulness to human development,environmental adjustments to suit it,its adaptation to prevailing conditions,its importance to other organisms,C,An organism's survival in a natural ecosystem depends largely on its adaptation to prevailing conditions.,jamb|2019,past-question,active
GEO-0530,JAMB,Geography,Relief and Drainage,Delta formation,medium,2019,,A river that enters the sea at a gently inclined costal plain where tidal waves are weak will most likely develop into a,,lagoon,knickpoint,delta,platform,C,A river entering the sea at a gently inclined coastal plain with weak tidal waves will most likely develop a delta.,jamb|2019,past-question,active
GEO-0531,JAMB,Geography,Practical Geography,Distance measurement methods,medium,2019,,Which is simplest method of rapid distance measurement in surveying?,,Tape measurement,Compass measurement,Pacing I,Chaining,C,Pacing is the simplest method of rapid distance measurement in surveying.,jamb|2019,past-question,active
GEO-0532,JAMB,Geography,Relief and Drainage,Highest points in Nigeria,medium,2019,,The highest lands in Nigeria are found on the,,Mambilla Plateau,Western Highland,Oban Hills,North Central Plateau,A,The Mambilla Plateau contains the highest lands in Nigeria.,jamb|2019,past-question,active
GEO-0533,JAMB,Geography,Population,Overpopulation,medium,2020,,The following are advantages of overpopulation except,,Quick information dissemination,Effective planning,Large labour,Insufficient food,D,"Insufficient food is a disadvantage, not an advantage, of overpopulation.",jamb|2020,past-question,active
GEO-0534,JAMB,Geography,Population,Migration,medium,2020,,Which of the following is best defined as the movement of people from one geographical area to another involving permanent or temporary residence or settlement,,Transportation,Networking,Migration,Urbanization,C,Migration is the movement of people from one geographical area to another involving permanent or temporary settlement.,jamb|2020,past-question,active
GEO-0535,JAMB,Geography,Population,Population density calculation,medium,2020,,"Use the information on country Y below to answer the question that follows: Land area = 200,000km \(^{2}\) Population = 10,000,000. calculate the population density of country Y",,50 persons per km \(^{2}\),0.02 persons per km \(^{2}\),200 persons per km \(^{2}\),20 persons per km \(^{2}\),A,"Population density = 10,000,000/200,000 = 50 persons per km2.",jamb|2020,past-question,active
GEO-0536,JAMB,Geography,Population,Factors affecting birth rate,medium,2020,,The birth rate of a country can be increased through the following except,,Encouragement of early marriages,Inadequate health services,Encouragement of polygamy,Legislation against abortion,B,"Inadequate health services would not directly raise the birth rate, unlike early marriages, polygamy, and anti-abortion legislation.",jamb|2020,past-question,active
GEO-0537,JAMB,Geography,Relief and Drainage,Lowlands of Nigeria,medium,2020,,The following are areas of lowlands in Nigeria except in Nigeria,,The Chad Basin,The Eastern Scarpland,The Coaster plain,The Niger-Benue trough,B,"The Eastern Scarpland is a highland (not lowland) region of Nigeria, unlike the Chad Basin, coastal plain, and Niger-Benue trough.",jamb|2020,past-question,active
GEO-0538,JAMB,Geography,Weather and Climate,Air masses affecting Nigeria,medium,2020,,The wind which blows across the Atlantic Ocean towards the coast of Nigeria and is responsible for rainy season is known as,,Equatorial Easterlies,Land and sea breeze,Tropical continental airmass,Tropical maritime airmass,D,The Tropical Maritime airmass brings the rainy season to Nigeria from across the Atlantic.,jamb|2020,past-question,active
GEO-0539,JAMB,Geography,Relief and Drainage,River basins of Nigeria,medium,2020,,Which of the following is not a major river basin in Nigeria?,,The Cross River Basin,The Niger Basin,The South Atlantic Basin,The Sokoto Basin,C,"The 'South Atlantic Basin' is not a recognised major river basin in Nigeria, unlike the Cross River, Niger, and Sokoto basins.",jamb|2020,past-question,active
GEO-0540,JAMB,Geography,Natural Resources,Mining and environmental degradation,medium,2020,,Tin-mining activities in Nigeria are the main causes of environmental degradation on the?,,Western Highlands,Eastern Highlands,Jos Plateau,Obudu Plateau,C,Tin-mining activities are the main cause of environmental degradation on the Jos Plateau.,jamb|2020,past-question,active
GEO-0541,JAMB,Geography,Vegetation,Lumbering in tropical forests,medium,2020,,The high cost of lumbering operations in tropical forest is mainly due to?,,Shortage of labour,Absence of many rivers,Absence of pure stands of trees,low quality of available timber,C,"The high cost of lumbering in tropical forests is largely due to the absence of pure stands, requiring selective harvesting.",jamb|2020,past-question,active
GEO-0542,JAMB,Geography,Agriculture,Pastoral farming,medium,2020,,"Which of the following farming activity best describes the rearing of only animals like cattle, sheep and goat mainly in the savanna belt of the north?",,Mixed Farming,Animal Farming,Pastoral Farming,Intensive Farming,C,"Rearing only cattle, sheep, and goats mainly in the northern savanna belt is pastoral farming.",jamb|2020,past-question,active
GEO-0543,JAMB,Geography,Rocks and Minerals,Structure of the Earth,medium,2020,,The outer structure of the earth is made up of the following except?,,Mesosphere,Atmosphere,Biosphere,Hydrosphere,A,"The mesosphere is not typically classed among the Earth's outer structural 'spheres' alongside the atmosphere, biosphere, and hydrosphere.",jamb|2020,past-question,active
