question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-2001-046,JAMB,Mathematics,Past Questions,,medium,2001,,"Cumulative
frequency 50",,,,,,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,46,yes,yes,no
MTH-2001-047,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the number of ways of selecting 8 subjects from
12 subjects for an examination.",,498,496,495,490,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,47,yes,no,no
MTH-2001-048,JAMB,Mathematics,Past Questions,,medium,2001,,"If 6P = 6, find the value of 6P
r r+1",,15,30,33,"35
Mathem",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,48,yes,no,no
MTH-2001-049,JAMB,Mathematics,Past Questions,,medium,2001,,"Colour Blue Black Yellow White Brown
No . of beads 1 2 4 5 3
The distribution of colors of beads in a bowl is given
above. What is the probability that a bead selected at
random will be blue or white?",,1/15,1/3,2/5,7/15,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,49,yes,no,no
MTH-2001-050,JAMB,Mathematics,Past Questions,,medium,2001,,"Teams P and Q are involved in a game of football.
What is the probability that the game ends in a draw?",,¼,1/3,½,2/3,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,50,yes,no,no
MTH-2002-001,JAMB,Mathematics,Past Questions,,medium,2002,,"A trader bought goats for #4 000 each. He sold them
for #180 000 at a loss of 25%. How many goats did
he buy?",,36,45,50,60,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,1,yes,no,no
MTH-2002-002,JAMB,Mathematics,Past Questions,,medium,2002,,Simplify (0.7 + 70)2,,217.7,168.7,84.7,70.7,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,2,yes,no,no
MTH-2002-003,JAMB,Mathematics,Past Questions,,medium,2002,,"Evaluate
(0.21 x 0.072 x 0.0054)/ (0.006 x 1.68 x 0.063)
correct to four significant figures.",,0.1286,0.1285,0.01286,0.01285,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,3,yes,no,no
MTH-2002-004,JAMB,Mathematics,Past Questions,,medium,2002,,"In a school, 220 students offer Biology or
Mathematics or both. 125 offer Biology and 110
Mathematics. How many offer Biology but not
Mathematics?",,125,110,95,80,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,4,yes,no,no
MTH-2002-005,JAMB,Mathematics,Past Questions,,medium,2002,,Simplify 52.4 – 5.7 – 3.45 – 1.75,,42.2,42.1,41.5,41.4,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,5,yes,no,no
MTH-2002-006,JAMB,Mathematics,Past Questions,,medium,2002,,"Without using tables, evaluate
(343)1/3 x (0.14)-1 x (25)1/2",,7,8,10,12,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,6,yes,no,no
MTH-2002-007,JAMB,Mathematics,Past Questions,,medium,2002,,"O r
In the diagram below are two concentric circles of
radii r and R respectively with centre O. if r = 2/5 R,
express the area of the shaded portion in terms of 
and R.",,9/ R2,5/ R2,,,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,7,yes,yes,yes
MTH-2002-025,JAMB,Mathematics,Past Questions,,medium,2002,,9,,,,21/ R2 D 21/ R 2,,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,25,yes,yes,no
MTH-2002-008,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the value of & if the line 2y - &x + 4 = 0 is
perpendicular to the line y + 1/ x – 7 =
4
0",,-8,–4,4,8,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,8,yes,no,no
MTH-2002-009,JAMB,Mathematics,Past Questions,,medium,2002,,"A bucket is 12cm in diameter at the top, 8cm in
diameter at the bottom and 4cm deep. Calculates its
volume.",,144cm3,304cm3/3,72cm3,128cm3/,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,9,yes,no,no
MTH-2002-010,JAMB,Mathematics,Past Questions,,medium,2002,,"O
X Z
Y
In the diagram below, XZ is the diameter of the circle
XYZW, with centre O and radius 15/2cm. If XY =
12cm, find the area of the triangle XYZ.",,75cm2,54cm2,45cm2,27cm2,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,10,yes,no,yes
MTH-2002-011,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the coordinate of the midpoint of x and y
intercepts of the line 2y = 4x - 8",,"(-1, -2)","(1, 2)","(2, 0)","(1, -2)",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,11,yes,no,no
MTH-2002-012,JAMB,Mathematics,Past Questions,,medium,2002,,"A chord of a circle subtends an angle of 1200 at the
centre of a circle of diameter 4Ö3cm. Calculate the
area of the major sector.",,32cm2,16cm2,8cm2,4cm2,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,12,yes,no,no
MTH-2002-013,JAMB,Mathematics,Past Questions,,medium,2002,,"If tan q = 4/3, calculate sin2  - cos2 .",,7/25,9/25,"16/25 SD. 24/25
P",,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,13,yes,yes,no
MTH-2002-014,JAMB,Mathematics,Past Questions,,medium,2002,,"x
Q
R S
72O
T",,,,,,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,57,14,yes,yes,no
MTH-2002-015,JAMB,Mathematics,Past Questions,,medium,2002,,"The locus of a point P which is equidistant from two
given points S and T is",,a perpendicular to ST,a line parallel to ST,the angle bisector of PS and ST,the perpendicular bisector ST,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,15,yes,no,no
MTH-2002-016,JAMB,Mathematics,Past Questions,,medium,2002,,"A solid hemisphere has radius 7cm. Find the total
surface area.",,462cm2,400cm2,308cm2,"66cm2
Q",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,16,yes,no,no
MTH-2002-017,JAMB,Mathematics,Past Questions,,medium,2002,,"50O
R
128O
P
The angle PGR below is",,a scalene triangle,an isosceles triangle,an equilateral triangle,an obtuse – angled triangle,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,17,yes,no,no
MTH-2002-018,JAMB,Mathematics,Past Questions,,medium,2002,,"The sum of the interior angles of a polygon is 20
right angles. How many sides does the polygon have?",,10,12,20,40,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,18,yes,no,no
MTH-2002-019,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the equation of the set of points which are
equidistant from the parallel lines x = 1 and x = 7",,y = 4,y = 3,x = 3,x = 4,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,19,yes,no,no
MTH-2002-020,JAMB,Mathematics,Past Questions,,medium,2002,,"3cm
23cm
In the diagram below, a cylinder is surrounded by a
hemispherical bowl. Calculate the volume of the
solid.",,216cm3,198cm3,180cm3,162cm3,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,20,yes,no,yes
MTH-2002-021,JAMB,Mathematics,Past Questions,,medium,2002,,"A hunter 1.6m tall, views a bird on top of a tree at an
angle of 450. If the distance between the hunter and
the tree is 10.4m, find the height of the tree.",,8.8m,9.0m,10.4m,12.0m,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,21,yes,no,no
MTH-2002-022,JAMB,Mathematics,Past Questions,,medium,2002,,"The mean of a set of six numbers is 60. if the mean of
the first five is 50, Find the sixth number in the set.",,110,105,100,95,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,22,yes,no,no
MTH-2002-023,JAMB,Mathematics,Past Questions,,medium,2002,,"The range of the data k + 2, k – 3, k + 4, k – 2, k, k – 5,
k + 3, k – 1 and k + 6 is.",,6,8,10,11,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,23,yes,no,no
MTH-2002-024,JAMB,Mathematics,Past Questions,,medium,2002,,"The distribution above shows the number of days a
group of 260 students were absent from school in a
particular term. How many students were absent for
at least four days in the term?",,40,120,160,210,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,24,yes,no,no
MTH-2002-026,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the mean of the data 7,-3,4,-2,5,-9,4,8,-6,12",,1,2,3,4,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,26,yes,no,no
MTH-2002-027,JAMB,Mathematics,Past Questions,,medium,2002,,"The probability of a student passing any examination
is 2/3. if the student takes three examination, what is
the probability that he will not pass any of them?",,1/27,8/27,4/9,2/3,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,27,yes,no,no
MTH-2002-028,JAMB,Mathematics,Past Questions,,medium,2002,,"How many three-digit numbers can be formed from
32564 without digit being repeated?",,10,20,60,120,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,28,yes,no,no
MTH-2002-029,JAMB,Mathematics,Past Questions,,medium,2002,,"The acres for rice, principle, cassava, cocoa and palm
oil, in a certain district are given respectively as 2,5,3,
11 and 9. what is the angle of the sector for cassava
in a pie chart?",,360,600,1080,1800,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,29,yes,no,yes
MTH-2002-030,JAMB,Mathematics,Past Questions,,medium,2002,,"Calculate the mean deviation of the set of numbers
7,3,14,9,7 and 8",,21/,"21/
2 3",21/,"11/
6 6",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,30,yes,no,no
MTH-2002-031,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the maximum value of y in the equation
y = 1 – 2x – 3x2",,5/3,4/3,5/4,¾,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,31,yes,no,no
MTH-2002-032,JAMB,Mathematics,Past Questions,,medium,2002,,If the 9th term of an,,"P is five times the 5th term,
find the relationship between a and d.",,,,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,58,32,yes,yes,no
MTH-2002-033,JAMB,Mathematics,Past Questions,,medium,2002,,"The time taken to do a piece of work is inversely
proportional to the number of men employed. If it
takes 45men to do a piece of work in 5 days, how
long will take 25 men?",,5 days,9 days,12 days,15 days,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,33,yes,no,no
MTH-2002-034,JAMB,Mathematics,Past Questions,,medium,2002,,"The binary operation is defined on the set of integers
p and q by p*q = pq + p + q. find 2 (3*4)",,19,38,59,67,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,34,yes,no,no
MTH-2002-035,JAMB,Mathematics,Past Questions,,medium,2002,,"If –2 is the solution of the equation 2x + 1 – 3c = 2c
+ 3x – 7, find the value of c.",,1,2,3,4,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,35,yes,no,no
MTH-2002-036,JAMB,Mathematics,Past Questions,,medium,2002,,"If N = 3 5 -4
6 -3 -5
-2 2 1, find /N/",,91,65,23,17,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,36,yes,no,no
MTH-2002-037,JAMB,Mathematics,Past Questions,,medium,2002,,"Use the graph below to find the values of p and q if
px + qy < 4
y
(0,2)
(-4,0)
x",,"p = 1, q = 2","p = 2, q = 1","p = -1, q = 2","p = 2, q = -1",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,37,yes,no,no
MTH-2002-038,JAMB,Mathematics,Past Questions,,medium,2002,,The inverse of the function f(x) = 3x + 4 is,,1/3(x + 4),1/4(x + 3),1/5(x - 5),1/3(x - 4),,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,38,yes,no,no
MTH-2002-039,JAMB,Mathematics,Past Questions,,medium,2002,,"Solve for x in the equation
x3 – 5x2 - x + 5 = 0",,"1, 1 or 5","–1, 1 or –5","1, 1 or –5","1, -1 or 5",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,39,yes,no,no
MTH-2002-040,JAMB,Mathematics,Past Questions,,medium,2002,,"If P = (2, 1)
(-3 0) and I is a 2 x 2 unit matrix, evaluate
p2 – 2p + 41",,"(2, 1)","(1, 0)
(4, 1) (0, 1)
Mathem","(-3, 0)","(9, 4)
(0 -3) (12, 1)",,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,40,yes,no,no
MTH-2002-041,JAMB,Mathematics,Past Questions,,medium,2002,,"Find the range of values of x for which
x + 2/4 – 2x – 3/3 <4",,x > -3,x < 4,x > -6,x < 8,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,41,yes,no,no
MTH-2002-042,JAMB,Mathematics,Past Questions,,medium,2002,,"If x varies directly as n and x = 9 when n = 9, find x
when n = 17/9",,27,17,4,3,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,42,yes,no,no
MTH-2002-043,JAMB,Mathematics,Past Questions,,medium,2002,,"The sum of infinity of the series
1 + 1/3 + 1/9 + 1/27 + .......................... is",,3/2,5/2,10/3,11/3,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,43,yes,no,no
MTH-2002-044,JAMB,Mathematics,Past Questions,,medium,2002,,"Make r the subject of the formula
x/r + a = a/r",,a/(x – a),(a/x + a,a2/(x – a),a2/(x + a),,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,44,yes,no,no
MTH-2002-045,JAMB,Mathematics,Past Questions,,medium,2002,,"If y = x2 – 1/x, find dy/dx",,2x + x2,2x – x2,2x – 1/x2,2x – 1/x2,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,45,yes,no,no
MTH-2002-046,JAMB,Mathematics,Past Questions,,medium,2002,,Evaluate sin3xdx,,-2/3 cos 3x + c,–1/3 cos 3x + c,1/3 cos 3x + c,2/3 cos 3x + c,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,46,yes,no,no
MTH-2002-047,JAMB,Mathematics,Past Questions,,medium,2002,,"A circle with a radius 5cm has its radius increasing
at the rate of 0.2cms-1. what will be the corresponding
increase in the area?",,5p,4p,2p,p,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,47,yes,no,no
MTH-2002-048,JAMB,Mathematics,Past Questions,,medium,2002,,"If dy/dx = 2x – 3 and y = 3 when x = 0, find y in
terms of x.",,x2 – 3x,x2 – 3x + 3,2x2 – 3x,x2 – 3x – 3,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,48,yes,no,no
MTH-2002-049,JAMB,Mathematics,Past Questions,,medium,2002,,Find the derivative of y = sin2(5x) with respect to x,,2 sin 5x cos 5x,5 sin 5x cos 5x,10 sin 5x cos 5x,15 sin 5x cos 5x,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,49,yes,no,no
MTH-2002-050,JAMB,Mathematics,Past Questions,,medium,2002,,"The slope of the tangent to the curve y = 3x2 – 2x + 5
at the point (1, 6) is",,1,4,5,61.,,,,mathematics|jamb|2002|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,50,yes,no,no
MTH-2003-001,JAMB,Mathematics,Past Questions,,medium,2003,,Simplify 1 – (21/ x 11/ ) + 3/,,"-231/
3 4","5
–27/
60 15",–119/,"–11/
60 15",,,,mathematics|jamb|2003|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,1,yes,no,no
MTH-2003-002,JAMB,Mathematics,Past Questions,,medium,2003,,"A cinema hall contains a certain number of people.
If 221/ % are children, 471/ % are men and 84 are
2 2
women, find the number of men in the hall.",,133,113,63,84,,,,mathematics|jamb|2003|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,2,yes,no,no
MTH-2003-003,JAMB,Mathematics,Past Questions,,medium,2003,,"Simplify 213 x 23
4 4",,13211,"10311
4 4",10321,"12231
4 4",,,,mathematics|jamb|2003|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,59,3,yes,no,no
MTH-2003-004,JAMB,Mathematics,Past Questions,,medium,2003,,"A woman buys 270 oranges for # 1800.00 and sells
at 5 for #40.00. what is her profit?",,#630.00,#360.00,#1620.00,#2160.00,,,,mathematics|jamb|2003|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,60,4,yes,no,no
MTH-2003-005,JAMB,Mathematics,Past Questions,,medium,2003,,"Simplify (98 - 50)
32",,½,¼,1,3,,,,mathematics|jamb|2003|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,60,5,yes,no,no
